user_id,signup_date,country,device_type,traffic_source,is_new_customer,favorite_product_id,lifetime_orders,lifetime_value
8062504,2024-05-16 09:04:09.672708035,France,tablet,paid_search,1,377083,45,1554.74
1178339,2023-11-13 15:19:26.664147377,Germany,mobile,organic,0,503012,43,6495.65
6917117,2022-05-14 17:21:14.340870142,Turkey,mobile,paid_search,1,503012,16,7879.25
9239076,2024-08-26 22:03:49.924455166,Turkey,desktop,social,0,652866,33,7739.46
9143399,2021-11-21 12:38:05.935863256,UK,desktop,organic,0,219163,46,9504.53
4033478,2023-07-25 21:11:55.149300814,Germany,mobile,email,0,489801,43,5214.15
9163541,2022-01-19 09:43:17.847971439,UK,tablet,social,0,896220,11,147.55
8497437,2022-03-29 16:02:54.788141012,France,desktop,organic,1,223786,3,3702.98
9239943,2022-11-02 14:04:37.171515226,USA,mobile,paid_search,1,641200,49,2657.66
5265245,2023-04-02 13:14:35.598359585,Turkey,desktop,direct,0,310181,5,8120.57
1961832,2021-08-24 23:16:24.579329729,Turkey,desktop,direct,1,346238,12,6423.87
1360564,2024-06-07 08:18:52.738029957,Turkey,mobile,direct,1,982147,42,6017.37
6464817,2024-09-01 04:17:48.778334141,UK,mobile,organic,1,294470,30,172.93
9670061,2021-12-02 18:18:58.648121119,Turkey,mobile,organic,0,794297,37,7158.86
9314933,2022-07-20 12:47:09.254943370,Turkey,desktop,organic,0,513243,7,2780.06
5063397,2022-07-17 22:11:28.062136412,Turkey,desktop,email,1,243896,19,3780.93
6065856,2023-04-15 08:29:12.104701281,Turkey,mobile,paid_search,0,219163,26,7808.19
6891903,2024-05-17 16:07:25.041742802,Turkey,desktop,email,1,239076,17,3656.69
3041882,2024-02-18 18:05:06.784643412,USA,desktop,organic,1,352636,44,6549.93
6689691,2023-01-09 10:07:36.002739906,Turkey,mobile,social,0,462872,23,951.2
2536326,2023-01-01 10:42:15.953411341,Germany,desktop,organic,1,566600,20,7712.05
7490429,2021-04-11 02:12:12.567723513,Turkey,desktop,paid_search,1,362674,20,9981.22
7697874,2022-03-11 03:22:44.343061686,USA,mobile,organic,1,511163,37,4605.11
5341463,2024-01-18 00:47:51.580690622,Turkey,mobile,organic,1,861689,36,3314.61
4299831,2023-07-27 13:07:42.931612015,Turkey,tablet,paid_search,0,332361,25,108.93
4014878,2021-12-17 11:09:03.301458836,Turkey,desktop,paid_search,0,677413,43,1191.07
9574632,2022-06-23 08:52:39.501024008,Turkey,mobile,direct,1,374397,37,9354.02
5676119,2021-10-03 12:24:51.298721790,USA,desktop,paid_search,1,751366,49,9923.34
6305965,2024-11-04 07:42:29.774519682,UK,desktop,paid_search,1,374750,30,1971.9
7317890,2021-03-12 02:44:25.278992176,UK,desktop,email,1,945168,3,8486.39
1012586,2022-11-09 09:06:27.196382284,Germany,desktop,paid_search,1,570417,24,3517.48
1773219,2021-06-29 22:13:53.558242798,UK,mobile,social,1,157382,38,4648.12
3988116,2022-06-19 17:05:22.690097332,USA,desktop,organic,1,841384,9,1768.63
1035436,2022-01-28 13:54:04.952239275,UK,tablet,organic,0,236466,15,6286.29
3831457,2023-08-27 05:43:37.519569397,Turkey,mobile,paid_search,1,136906,28,2387.65
8868922,2023-12-20 23:31:26.048796177,Turkey,desktop,organic,0,599235,24,1806.26
2160011,2023-02-07 00:55:36.063428401,Turkey,mobile,organic,0,186676,22,356.52
4311569,2021-01-13 01:58:05.174059153,UK,mobile,direct,1,152304,31,2186.86
9298891,2022-03-17 07:30:18.993199825,Turkey,mobile,direct,1,320571,44,8235.33
1947641,2022-09-25 00:16:12.070637941,Turkey,desktop,social,1,808527,35,5708.12
9720859,2024-05-23 15:26:32.697808504,Turkey,mobile,organic,1,754786,17,1274.24
1148780,2022-06-11 01:21:17.515269756,UK,tablet,paid_search,1,544582,33,763.79
9561719,2024-01-23 01:22:16.387064934,France,desktop,social,0,661297,40,4133.86
1289850,2022-10-21 01:08:22.218626499,Turkey,mobile,paid_search,1,496915,41,6657.36
4314447,2021-08-25 20:05:02.222664833,France,mobile,organic,0,705395,28,1498.12
3361587,2024-09-21 07:02:53.568591118,USA,tablet,organic,1,506511,14,2589.29
6643392,2021-07-15 09:55:49.692166090,Germany,mobile,organic,0,253760,2,122.88
3915380,2023-10-09 14:18:25.315199375,Turkey,mobile,organic,0,404736,45,9363.06
7957772,2022-12-19 05:37:43.636564493,USA,mobile,social,1,307101,11,5176.22
7319769,2021-04-21 08:18:45.152445078,Turkey,desktop,organic,1,227954,5,7724.32
2935355,2022-02-22 01:46:00.725497484,Turkey,mobile,direct,0,611979,24,1005.99
4262786,2022-07-11 03:35:10.119038105,France,desktop,organic,1,683630,11,9884.97
4855281,2021-07-07 11:19:21.687096834,USA,desktop,organic,1,302683,34,9770.65
8912998,2024-01-29 00:22:38.339187860,Turkey,mobile,paid_search,0,919160,21,4539.1
5428924,2023-11-10 20:50:05.385985136,USA,mobile,email,0,665178,9,194.69
3915882,2021-03-08 23:03:25.378420115,Germany,mobile,organic,1,758602,10,9782.71
6527377,2021-04-11 01:02:29.683682919,Turkey,desktop,direct,1,312414,16,1785.45
8394753,2023-11-13 13:45:42.349310875,UK,mobile,organic,1,981087,8,3996.99
5533160,2023-05-02 10:44:00.419876337,Turkey,mobile,organic,0,378873,48,5904.29
1935649,2024-08-02 13:52:42.495145798,Turkey,desktop,paid_search,0,886180,46,325.38
3286629,2021-07-16 05:44:07.382600307,USA,desktop,paid_search,1,521813,34,3798.32
4237643,2023-07-27 19:59:22.358427048,Turkey,mobile,organic,1,914509,37,9745.94
5620300,2021-12-06 01:49:00.180720329,Turkey,mobile,organic,1,722885,20,2017.37
8828755,2023-12-21 10:13:41.843729258,France,mobile,organic,0,987040,40,1129.26
2773736,2023-12-17 11:31:08.181375742,USA,mobile,paid_search,0,707818,30,7976.99
1938366,2021-10-29 09:03:19.588943005,Germany,mobile,organic,1,871000,29,159.88
4798853,2023-08-20 13:25:15.757469654,UK,mobile,organic,0,243964,19,6028.66
4380977,2021-04-06 13:39:58.056705475,UK,mobile,social,1,547239,17,7754.07
5777589,2021-10-31 19:14:14.166585445,UK,mobile,organic,0,628577,12,601.46
6342274,2024-04-18 13:48:48.886240959,UK,desktop,paid_search,1,273534,33,4794.33
7232864,2022-02-02 15:39:28.773201466,Turkey,mobile,social,1,406170,25,5777.88
6445819,2023-04-06 21:01:31.538662672,Germany,mobile,paid_search,1,440630,40,1089.84
2932004,2022-02-05 13:40:07.378235817,Turkey,desktop,organic,0,712723,38,267.88
4856230,2023-10-25 23:45:17.220314264,USA,mobile,organic,0,258311,1,7797.81
7905381,2024-07-11 07:36:46.449754238,Turkey,mobile,direct,1,589943,49,9561.78
8788397,2021-05-26 08:14:16.780927420,Turkey,mobile,organic,1,273148,14,9946.26
3606579,2021-02-18 07:01:50.023761034,Turkey,mobile,paid_search,1,972798,7,3830.42
6266634,2022-12-03 17:44:47.671943665,Turkey,mobile,organic,1,150061,29,3965.75
5462150,2024-12-27 06:39:04.637442589,UK,desktop,organic,1,678461,18,3774.37
7263222,2021-05-23 15:15:52.829854965,USA,mobile,paid_search,1,628577,23,9295.01
1442063,2021-12-05 01:27:51.144146442,Turkey,desktop,organic,0,317046,8,8261.33
6351087,2022-07-04 10:40:39.364797592,UK,desktop,paid_search,1,933473,41,5991.47
7012631,2023-05-01 04:08:59.342195988,UK,desktop,organic,1,100060,2,4719.9
7197729,2023-04-24 20:07:48.158821344,France,mobile,direct,1,118868,21,1250.44
7871175,2024-02-04 01:33:46.189936876,Turkey,mobile,organic,1,161769,34,8641.11
8957948,2024-11-19 17:17:19.788736105,Germany,desktop,direct,1,956731,46,3334.69
2706070,2022-04-07 22:14:11.915454865,UK,mobile,organic,1,311575,24,5714.18
1263603,2022-08-08 23:18:41.867755651,Turkey,desktop,direct,1,122497,12,6915.91
6363819,2024-10-31 17:58:25.624825478,UK,mobile,direct,1,203572,37,222.23
1471424,2023-04-20 13:20:01.383939981,Turkey,desktop,paid_search,1,932663,4,7810.92
5014738,2021-06-04 02:16:01.010767698,UK,mobile,organic,1,544582,7,7746.41
9336523,2021-10-20 03:37:34.644907475,France,mobile,organic,1,120864,8,8836.39
4688614,2022-05-15 14:32:32.006554127,UK,desktop,social,0,396130,41,4505.64
8186070,2023-08-27 22:40:37.053163290,France,mobile,organic,1,512004,37,9287.46
2390496,2022-08-21 22:13:07.752965450,Turkey,tablet,organic,1,645620,40,5956.7
7312281,2023-04-14 03:09:26.446874619,UK,mobile,organic,1,469368,42,9196.44
1900170,2022-02-23 09:10:42.651506186,Turkey,desktop,organic,0,489801,29,7272.32
1841994,2021-08-24 19:53:43.470761299,UK,tablet,direct,0,562618,14,134.54
6574829,2024-09-25 20:27:28.387951851,Turkey,mobile,social,0,544877,3,8728.48
6773536,2023-05-22 20:23:44.930765390,Turkey,mobile,organic,1,510781,36,4172.87
7263415,2023-09-16 06:27:21.767667770,Turkey,mobile,organic,0,643853,6,4010.22
8062291,2022-02-27 18:09:34.845990181,Turkey,desktop,organic,1,146154,38,5692.32
7403344,2021-04-21 04:17:48.110496283,Turkey,tablet,social,1,837141,39,3593.56
9166345,2021-06-20 03:33:50.076243639,USA,mobile,organic,1,332189,32,3661.5
5230812,2024-05-28 15:31:09.044613361,Turkey,mobile,paid_search,0,859857,8,7011.33
6862404,2023-05-09 07:47:59.301574707,USA,mobile,organic,0,951706,34,8134.03
1142053,2022-06-12 03:51:20.922047138,Turkey,mobile,organic,1,213045,11,9211.03
5787749,2023-01-16 09:31:55.805983067,Turkey,desktop,email,0,919601,34,4261.41
8505471,2022-01-02 22:21:51.311808109,Turkey,tablet,organic,1,866450,30,4755.55
7882330,2021-03-27 20:18:47.003064156,Germany,mobile,direct,1,418870,4,1901.69
1110758,2021-12-13 15:23:26.206232309,Turkey,desktop,social,1,266327,25,146.17
3484291,2021-09-22 07:41:51.998017311,UK,mobile,organic,0,938941,4,9839.8
2717025,2022-07-09 01:29:55.617930174,Turkey,mobile,paid_search,0,177411,24,8498.24
3297604,2024-05-07 20:21:16.157436371,Turkey,tablet,direct,1,179748,21,5719.33
4972455,2023-03-26 09:35:58.295290470,UK,desktop,paid_search,0,749920,49,1778.11
3102931,2021-09-19 20:47:38.950209618,UK,mobile,paid_search,1,792623,46,2781.16
2782990,2021-09-15 10:15:01.009478092,Germany,tablet,direct,1,310181,41,7535.22
6149001,2023-02-26 14:05:23.621999979,Turkey,tablet,paid_search,0,972354,21,2104.05
7059215,2021-04-27 12:30:18.896675825,UK,mobile,social,0,245284,46,9225.81
9816882,2023-02-21 10:51:46.973598242,Germany,mobile,paid_search,1,700634,18,1811.82
2547277,2024-01-08 06:49:11.998601913,France,tablet,social,1,875260,48,4996.95
4819534,2021-05-26 14:43:15.891919136,Germany,desktop,organic,1,413480,33,776.39
8445886,2023-02-06 02:08:41.275782824,USA,mobile,organic,1,294293,38,445.55
7695968,2022-05-31 17:30:16.334524393,UK,desktop,paid_search,0,243584,9,9847.83
4442994,2023-07-15 02:21:39.234812975,Turkey,desktop,organic,1,593353,35,9636.04
4517564,2023-09-02 16:43:04.061356068,Turkey,tablet,paid_search,0,858183,43,2199.79
3579326,2021-10-16 08:45:40.757002115,USA,tablet,email,1,754786,11,2741.85
5954927,2023-11-09 03:26:29.867187977,USA,mobile,organic,0,379945,41,9128.51
6379417,2021-06-04 03:00:10.521432637,UK,mobile,paid_search,1,950777,8,1931.19
1286516,2021-07-13 16:13:29.888138771,UK,desktop,organic,1,896220,47,8822.79
1344810,2021-04-05 12:04:49.808320999,Germany,mobile,social,1,494876,28,2761.32
7654112,2022-08-20 07:19:20.646011591,USA,mobile,paid_search,0,251262,17,8672.38
7433795,2024-09-24 04:29:35.130631924,Turkey,desktop,organic,1,167072,29,985.69
5519023,2024-02-16 19:45:43.746969938,Turkey,mobile,organic,1,957642,21,8899.51
7458120,2022-09-14 16:37:58.807411432,Germany,desktop,paid_search,0,385089,29,7047.97
6901483,2024-12-22 04:25:05.662659645,Germany,desktop,email,1,166615,32,8492.9
4147913,2022-04-15 16:14:35.296709776,Germany,mobile,direct,0,902580,14,590.72
5113346,2022-05-02 00:11:25.859606743,USA,mobile,direct,0,176521,39,4747.55
1478233,2021-10-05 18:48:41.113282442,Germany,desktop,organic,0,664709,5,6235.41
8949589,2022-11-16 12:07:24.303037643,UK,tablet,paid_search,1,628351,33,6695.3
7136221,2024-08-19 01:06:06.282672405,UK,desktop,paid_search,0,971301,31,9446.56
4522198,2023-05-28 03:31:49.843587875,Turkey,mobile,paid_search,1,855845,41,2870.34
7926694,2021-11-08 07:59:50.060408354,France,mobile,social,1,566468,20,4398.74
1654088,2022-03-19 06:05:35.665596485,Turkey,mobile,paid_search,0,798608,10,5881.44
4410408,2022-03-19 21:09:18.859420061,Turkey,mobile,organic,1,940882,18,8500.6
9320856,2021-02-07 08:03:41.150181293,Turkey,mobile,organic,1,685479,27,3507.18
4079590,2023-10-02 20:23:52.552346706,Turkey,mobile,organic,0,814336,33,2413.72
8730402,2023-01-06 01:00:56.897982597,Turkey,desktop,social,1,370507,10,6291.05
7128740,2021-01-19 16:37:11.267221688,Turkey,mobile,social,1,919830,11,4373.6
4953972,2024-10-20 01:28:28.497500896,Turkey,desktop,social,0,334002,7,8120.53
8688263,2021-10-14 04:42:07.672456980,Turkey,tablet,organic,1,552633,14,8821.34
1686211,2021-11-22 12:56:36.796357870,USA,mobile,organic,1,354993,12,4347.87
2785745,2021-01-17 04:05:41.171369791,Turkey,desktop,social,1,815076,17,8999.31
1380958,2023-03-15 00:38:08.293359041,Turkey,mobile,direct,1,566974,47,6286.69
7874589,2023-11-03 02:14:53.239305019,Turkey,mobile,organic,1,918207,27,795.02
8896482,2021-03-03 09:17:43.716338396,Turkey,mobile,direct,1,323355,20,1050.71
3479795,2022-05-24 01:16:21.304268122,Germany,mobile,organic,1,980527,20,7509.53
4867116,2023-12-19 08:01:39.118858576,Turkey,mobile,direct,0,558951,34,4544.54
1402735,2024-02-13 19:46:31.812007189,Turkey,desktop,organic,1,884727,2,4335.76
2804220,2021-01-09 11:46:52.053321838,Turkey,desktop,paid_search,0,724848,38,2249.67
7566547,2024-05-25 19:24:03.811765909,USA,mobile,social,1,926003,1,9567.53
3110343,2021-05-18 01:18:58.433020353,Turkey,mobile,organic,1,648273,5,9885.86
9802494,2023-11-21 18:29:55.640676737,Turkey,mobile,organic,1,555576,42,9079.49
2575941,2024-09-17 13:30:13.610121965,USA,tablet,social,1,744879,47,5097.21
3011036,2022-12-31 20:42:58.376914501,USA,desktop,social,1,545894,13,3518.21
3183886,2023-11-28 00:17:29.542044401,Turkey,mobile,social,0,787306,8,7282.54
4792065,2024-06-05 00:05:06.705294609,Turkey,mobile,organic,1,534734,24,2710.27
5275277,2023-10-21 13:06:08.251953839,Turkey,mobile,direct,1,423471,48,8684.97
6349670,2023-07-16 01:29:46.119815588,UK,mobile,paid_search,1,946385,10,1382.83
9861405,2023-03-27 22:43:29.944185734,Turkey,mobile,paid_search,1,192453,32,9613.99
5643212,2022-01-31 07:54:22.477031946,UK,tablet,social,1,982312,12,7178.31
6651905,2022-01-04 21:40:37.151022911,UK,desktop,organic,1,371877,21,7580.16
9681847,2023-08-13 13:39:39.242246389,Germany,desktop,paid_search,1,415959,25,7030.89
9361346,2023-10-28 02:18:21.600353718,Turkey,mobile,social,0,215229,29,6167.71
3306793,2021-12-03 14:45:10.125065087,Turkey,tablet,paid_search,0,784246,22,5338.41
5905063,2022-03-03 17:22:10.303523302,Germany,desktop,paid_search,1,101574,46,6959.9
4011117,2021-06-22 16:47:36.325965405,Turkey,desktop,organic,1,713241,34,4851.09
2572728,2024-05-25 04:56:37.985980511,Germany,mobile,email,0,145419,14,2954.12
6230183,2022-07-24 09:31:32.860507250,France,tablet,social,1,373069,14,1605.04
3646109,2022-02-14 09:12:27.036667347,Germany,mobile,email,1,368971,33,8025.23
1365849,2024-01-03 10:18:57.423051596,Turkey,desktop,social,0,642047,23,389.54
5223635,2024-05-10 22:14:50.334425449,USA,desktop,email,1,814214,23,7640.25
3192269,2022-01-08 16:17:21.912066936,USA,desktop,paid_search,1,625033,5,9041.22
9963271,2023-01-07 11:34:57.398016691,Germany,tablet,organic,1,544582,46,6867.42
7282932,2023-10-27 11:03:10.242558002,Germany,mobile,social,1,861689,26,4131.4
6921201,2022-12-29 07:10:06.850417137,France,mobile,social,0,315315,27,4031.25
7627409,2023-07-20 11:22:57.567332268,Turkey,mobile,direct,1,255140,37,3458.44
6158816,2023-03-16 10:29:11.599427223,France,mobile,social,1,752931,40,3295.05
3016839,2022-12-16 13:50:27.441424847,UK,desktop,email,0,153402,24,5983.79
8895318,2022-10-19 13:20:21.949259281,Turkey,desktop,direct,1,377083,29,347.47
8636175,2024-01-11 03:50:52.639541388,Turkey,mobile,organic,0,474046,24,7800.42
9965068,2023-01-06 18:59:03.838627815,Turkey,mobile,paid_search,1,192141,47,4240.54
5170147,2021-05-19 16:52:12.897219181,Turkey,mobile,direct,0,513243,41,3606.15
7963779,2024-11-19 07:50:15.464875460,Germany,mobile,direct,0,495019,48,8780.22
1948837,2023-12-17 00:02:03.751597881,France,mobile,organic,1,513243,12,5171.05
4756266,2024-07-06 10:59:19.514728545,Germany,mobile,organic,1,908554,42,6687.08
8180450,2024-09-09 03:46:26.686720848,Germany,mobile,organic,0,442432,17,8326.54
8605208,2023-05-26 07:10:57.906907320,Germany,desktop,paid_search,1,359108,16,9805.3
5210167,2023-07-03 14:09:07.510163783,Turkey,desktop,email,1,850714,34,8782.21
2438307,2021-02-26 00:33:10.627377748,Germany,desktop,organic,1,675216,47,4817.31
7126418,2021-04-25 23:56:20.845729828,Turkey,mobile,direct,0,347826,36,4281.24
9691671,2021-08-06 00:12:15.362834454,USA,mobile,social,0,751366,22,487.3
4693623,2024-08-19 06:57:25.699098110,Germany,desktop,paid_search,1,468186,37,6647.48
5290396,2023-09-02 02:33:27.334841728,Turkey,mobile,direct,0,993866,17,1564.28
6157785,2023-09-29 17:58:04.777882814,Turkey,desktop,organic,0,294326,1,2047.37
2576716,2022-05-19 05:42:17.577357769,USA,tablet,direct,1,188194,39,3597.98
2522799,2024-07-26 01:08:07.364215374,Turkey,mobile,organic,1,926311,40,5225.36
9640863,2023-12-02 12:41:34.800473213,Turkey,desktop,paid_search,0,589943,12,7359.23
1712707,2022-04-09 00:50:33.898056746,Turkey,mobile,direct,1,243838,30,7620.11
9678816,2021-07-05 20:13:10.361670494,USA,tablet,social,0,918904,20,427.72
3814560,2021-09-14 13:34:30.876950741,France,desktop,paid_search,1,950780,18,5527.35
6224221,2024-11-25 09:56:42.631594181,Turkey,desktop,organic,1,394899,25,9162.22
2827152,2021-08-08 19:46:03.118081808,Turkey,tablet,paid_search,1,442234,42,5531.32
8969765,2022-05-18 11:58:28.921466351,Turkey,mobile,social,1,971644,32,652.23
1684519,2024-02-14 11:08:39.260839223,Turkey,mobile,organic,1,340291,6,6313.1
9816612,2024-01-09 22:35:36.761286974,Germany,desktop,organic,0,336377,26,8546.27
3700302,2022-10-04 21:39:51.622289181,UK,desktop,direct,1,628380,26,8035.88
2551007,2022-07-10 07:20:48.440510511,USA,mobile,direct,0,839134,25,4953.75
2646726,2021-02-12 06:16:46.283463955,USA,desktop,direct,1,583889,11,9628.05
2850841,2021-03-31 13:50:52.446473360,UK,tablet,organic,1,466878,34,2153.66
4783072,2024-10-02 17:39:23.569505453,Turkey,mobile,direct,0,632607,12,4852.11
4902648,2023-04-25 17:45:18.658327579,UK,mobile,direct,1,447933,41,8036.2
2130774,2023-08-21 07:48:13.226824284,USA,desktop,social,1,563979,8,2771.66
9592434,2021-03-02 12:07:26.368044853,UK,desktop,social,1,273276,46,2258.33
8869726,2021-10-30 04:47:00.162323713,France,mobile,organic,1,217702,45,4589.24
9101064,2021-11-30 09:47:39.556926250,Turkey,mobile,paid_search,1,442234,40,9196.49
4491981,2022-05-12 07:12:00.710656881,Turkey,mobile,direct,1,983557,48,9856.6
5256629,2023-08-23 03:33:53.543546915,Germany,mobile,direct,1,642638,3,7147.95
3476157,2024-03-28 04:38:08.674325466,Germany,mobile,direct,0,740092,41,1876.67
3335952,2024-09-06 16:21:19.479019642,Turkey,mobile,organic,0,185674,33,8781.75
8541992,2023-09-27 17:24:16.694866657,UK,mobile,organic,0,558893,27,9774.79
3025366,2023-05-29 00:24:40.816546679,Turkey,mobile,organic,1,404944,10,2653.73
9462286,2021-05-30 01:59:56.841347218,Turkey,desktop,direct,1,280698,6,7463.33
2083523,2024-05-14 14:09:41.602877855,USA,tablet,direct,1,303148,39,866.82
2104654,2023-03-03 18:55:05.860298157,Germany,tablet,organic,1,794244,1,2763.84
1875344,2022-12-21 23:26:20.871431828,UK,mobile,organic,1,253760,25,7262.69
4782358,2024-12-27 09:25:22.095946312,Turkey,tablet,organic,1,737660,45,9375.05
1885625,2024-10-17 12:14:48.685950518,Germany,desktop,paid_search,1,620065,36,2220.4
3091392,2021-07-23 00:24:15.545916319,UK,tablet,direct,0,984655,29,5002.73
8128791,2022-12-03 12:07:20.338382959,USA,desktop,organic,1,240942,30,2380.71
4875801,2022-01-11 19:45:04.063052177,Turkey,mobile,direct,1,737012,5,1191.54
8610780,2024-06-24 22:52:23.506154059,Germany,mobile,direct,0,255491,45,9472.43
2099071,2024-02-05 07:13:04.392939568,UK,mobile,direct,1,645620,25,8299.84
1725727,2023-03-12 19:54:53.405602455,Turkey,mobile,organic,1,442234,16,1660.73
4326566,2021-06-02 00:34:58.432543993,Turkey,mobile,organic,1,180551,2,1011.81
5479281,2024-01-22 10:29:57.965222120,Turkey,tablet,organic,1,588380,38,3225.73
5371014,2021-11-08 22:26:24.889410734,USA,desktop,organic,1,636112,37,3087.52
9274694,2022-06-29 02:35:33.691156387,Turkey,mobile,paid_search,1,118393,8,9407.46
7901612,2024-11-26 03:10:10.949030638,Turkey,mobile,social,0,374766,23,191.29
1887590,2021-08-20 14:12:22.765904188,Turkey,mobile,email,1,965004,24,7824.27
1124396,2023-08-12 10:03:51.870834589,Turkey,mobile,paid_search,0,666844,24,4689.28
4321279,2024-10-08 18:16:01.325450182,Turkey,mobile,social,1,700612,46,3335.36
4841657,2024-08-31 12:21:14.036697626,Turkey,mobile,organic,1,798441,49,6503.92
4159722,2023-05-01 01:13:38.670151472,Turkey,mobile,paid_search,0,674253,36,1899.39
2337124,2023-07-18 07:48:16.560497522,UK,desktop,email,1,823845,19,9231.92
1118938,2022-11-07 15:32:29.619683743,Turkey,mobile,paid_search,1,521681,47,2302.71
1542889,2022-01-30 06:04:01.507403611,Germany,mobile,organic,1,404427,2,9203.0
5662265,2021-08-31 17:44:48.698253393,Turkey,mobile,organic,0,792709,24,6861.38
9157401,2022-04-17 00:40:56.773087978,Turkey,mobile,organic,1,781546,13,6417.58
2042236,2021-04-10 10:34:00.187410116,USA,mobile,paid_search,0,244810,44,5190.07
3070012,2022-06-23 20:10:04.313169003,Turkey,mobile,social,0,943393,47,8769.9
4707007,2024-08-18 12:48:02.945671558,Turkey,mobile,paid_search,1,980527,45,8189.59
2975828,2023-11-28 08:54:12.768306732,USA,desktop,direct,1,206910,39,9889.36
1310702,2024-08-09 07:17:11.404325962,Turkey,desktop,organic,1,853594,25,9093.25
4974581,2024-08-20 00:29:22.409949064,France,mobile,organic,0,155691,31,4220.53
3369167,2023-08-04 20:20:32.932419300,Turkey,mobile,organic,0,465595,2,4636.66
7744454,2022-09-15 05:14:29.496970415,Turkey,mobile,email,0,854133,14,9250.23
4355538,2022-08-05 12:53:29.093635082,USA,mobile,paid_search,1,308907,11,1604.72
8802281,2024-05-03 12:00:04.184145689,Germany,mobile,paid_search,1,574033,48,6674.85
9286703,2022-12-14 08:40:08.714273691,UK,mobile,email,1,191947,7,4235.6
1364497,2022-07-06 08:30:16.530453205,France,mobile,paid_search,1,578976,25,8780.92
1639103,2021-05-20 17:24:01.099227190,UK,desktop,direct,0,884727,23,7316.56
7339819,2022-04-21 03:15:58.352778435,Turkey,mobile,email,1,551383,17,3382.35
2806231,2022-02-15 12:17:47.754056454,Germany,desktop,social,0,610420,44,1058.22
3096705,2021-05-23 18:34:53.108107090,USA,mobile,paid_search,1,930165,30,3273.21
9311459,2024-03-03 23:53:10.628457785,USA,mobile,organic,1,941801,49,9529.79
2989791,2023-07-24 04:21:55.405080557,Germany,mobile,direct,0,615425,34,5547.61
5128245,2023-11-26 19:52:07.649966002,Turkey,mobile,organic,1,890266,19,8730.12
8892285,2024-08-19 07:42:38.188171625,Germany,mobile,social,1,895209,16,2457.62
2255458,2021-09-22 01:42:27.135244370,Turkey,tablet,email,1,710991,1,1062.56
9694400,2022-05-14 08:09:08.451084375,Turkey,mobile,organic,1,592924,7,9077.48
4834494,2021-07-25 07:38:04.917638063,Turkey,mobile,paid_search,1,180551,7,8302.06
6238187,2023-11-01 03:14:42.012212515,USA,mobile,direct,1,550962,1,9151.44
2725965,2021-03-17 05:40:53.516607285,France,mobile,organic,1,733490,6,6750.27
3269417,2024-02-06 15:26:24.339552402,Germany,mobile,organic,1,376515,31,4693.04
9785679,2021-09-08 08:51:24.984783888,Turkey,desktop,paid_search,0,957297,43,3872.47
4637533,2021-05-09 03:34:04.591280222,Germany,mobile,social,1,900550,8,2323.28
7078311,2022-08-30 15:57:32.614869118,Germany,desktop,organic,1,652866,31,8774.36
5271173,2023-12-17 14:02:09.624725103,Turkey,mobile,social,0,731612,19,2387.97
1671235,2021-02-13 15:11:26.691564083,Germany,desktop,email,1,142347,26,3408.71
9452768,2022-07-03 19:12:45.707029343,Turkey,desktop,paid_search,0,877973,5,3098.56
9079587,2022-05-09 20:59:02.845902443,UK,desktop,direct,1,871000,35,4260.1
6926458,2022-05-02 18:21:47.009589195,France,mobile,direct,1,766540,49,725.56
6837089,2024-05-29 10:43:19.867114544,Turkey,desktop,email,1,619503,23,7223.51
7890937,2023-12-05 23:13:30.038640499,Turkey,mobile,organic,0,499339,8,6470.4
7404776,2024-03-11 07:59:20.911118507,Germany,mobile,organic,0,233335,15,7863.53
5005826,2021-12-22 23:40:53.736481190,Germany,mobile,email,1,251262,36,5062.42
5952834,2022-10-25 02:22:32.503668785,UK,mobile,social,0,341213,8,8407.75
8586064,2022-04-14 09:26:38.535286188,Germany,mobile,paid_search,0,155691,35,7273.83
3665009,2021-11-10 01:17:36.216284513,Germany,desktop,organic,1,882939,43,1429.93
1559084,2021-12-30 05:38:20.022738695,USA,mobile,social,1,592924,42,9642.62
8912123,2023-06-09 10:55:31.845712185,Turkey,mobile,email,0,200688,47,7609.7
6335969,2024-04-17 14:39:30.328237295,Turkey,tablet,paid_search,1,953551,32,5288.05
9387290,2021-10-01 16:34:50.464119673,Germany,mobile,organic,1,887652,7,8726.31
9236248,2023-07-06 18:49:31.131553888,USA,mobile,organic,0,767655,22,326.75
4545138,2021-12-06 03:42:23.614732742,Turkey,desktop,paid_search,0,946385,18,5738.77
7496898,2023-05-08 20:29:30.364334822,USA,desktop,organic,1,623248,45,6331.51
6241023,2022-12-30 00:19:39.373291492,Turkey,mobile,direct,1,789781,43,6387.41
7832909,2022-08-31 01:48:04.543913841,Germany,desktop,email,1,983557,38,1237.47
9069884,2024-11-28 07:18:51.068724871,Turkey,mobile,social,0,582534,44,3886.31
2049053,2024-02-24 08:05:49.182120085,France,mobile,organic,0,786393,12,1430.06
3163133,2021-10-12 01:51:25.306859493,Turkey,tablet,organic,1,278745,38,1592.7
6005683,2022-07-01 13:31:36.329282284,Germany,mobile,email,0,982147,20,4421.58
8423264,2021-05-13 15:07:21.922812462,Germany,mobile,social,1,303148,14,7298.98
5822179,2024-11-28 06:17:50.378103018,France,tablet,organic,0,937113,13,6579.81
6388540,2022-02-09 08:04:32.665288687,Turkey,mobile,social,1,610420,31,6590.05
